platinum_number,title,artist,language,genre
16016,Midnight Memories,One Direction,English,
0932,Midnight Rider,Allman Brothers,English,
9317,Migraine,Moonstar 88,Filipino,
17453,Milagro,Jason Dy,English,
5269,Miles Away,Colin Blunston,English,
5993,Miles Away,Basia,English,
9843,Miles Away,Kuh Ledesma,English,
7939,Milk And Toast Honey,Roxette,English,
4635,Millennium,Robbie Williams,English,
9418,Million Miles Away,Nikki Gil,English,
13586,Millstream,Kid Songs,English,
15659,Minahal Kita,Michael Laygo,English,
15660,Minahal Kita,Aegis,Filipino,
5115,Minamahal Kita,Freddie Aguilar,Filipino,
9077,Minamahal Kita,Ogie Alcasid,Filipino,
17755,Minamahal Pa Rin Ako,Daryl Ong,Filipino,
8232,Minamalas,Mojofly,English,
6265,Mind Games,John Lennon,English,
6129,Mindanao,Freddie Aguilar,English,
11332,Mine,Taylor Swift,English,
8784,Mine,Kim Chiu,English,
1074,Minsan,Bert Dominic,English,
11970,Minsan,Callalily,Filipino,
8882,Minsan,Eraserheads,Filipino,
9802,Minsan,Cueshe,Filipino,
1312,Minsan Isang Kahapon,Lea Salonga,English,
1250,Minsan Lamang,Ric Mantique,English,
9311,Minsan Lang,Jay-R Siaboc,English,
9707,Minsan Lang,Martin Nievera Minsan Lang Kitang Iibigin 11748 Regine Velasquez,Filipino,
1303,Minsan Lang Kitang Iibigin,Ariel Rivera,English,
5625,Minsan Minsan,Manilyn Reynes,English,
1505,Minsan Pa,The Flippers,English,
5890,Minsan Pa,Diwata,English,
9078,Minsan Pa,Victor Wood,English,
9848,Minsan Pa,Faith Cuneta,English,
9708,Minsan Sa Isang Panahon,Kuh Ledesma,English,
7513,Minsan-Minsan,Claire,English,
0496,Miracle,Whitney Houston,English,
15412,Miracle,Stylistics,English,
7884,Miracle,Christian Bautista,Filipino,
16825,Miracles,America,English,
5183,Mirror Mirror,M2m,English,
15404,Mirrors,Justine Timberlake,English,
15736,Misa De Gallo,Alpha All Stars,English,
5627,Miserablism,Pet Shop Boys,English,
11350,Misery,Maroon 5,English,
48992,Misery,Maroon 5,English,
9996,Misis Fely Nimfa Ang Pangalan,Itchyworms,Filipino,
9774,Miskol,Kerubin,English,
5626,Miss,Janno Gibbs,English,
7436,Miss Flawless,Angelica Jones,English,
9449,Miss Independent,Ne-yo,English,
7083,Miss Kita Kung,Aiza Seguera,Filipino,
8520,Miss Kita Pag Tuesday,Rj Jimenez,English,
13793,Miss Mary Mack,Nursery Rhyme,English,
13794,Miss Molly Had A Dolly,Nursery Rhyme,English,
1130,Miss Na Miss Kita,Father & Son,English,
5833,Miss Na Miss Na Kita,Lito Camo,English,
16334,Miss Pakipot,Urban Flow,English,
16896,Miss You,M.Y.M.P.,English,
17078,Miss You Like Crazy,Natalie Cole,English,
3211,Miss You Like Crazy,The Moffats,English,
4637,Miss You Much,Unknown,English,
3542,Missing,Everything But Girl,English,
5285,Missing You,Freestyle,Filipino,
6593,Missing You,Diana Ross,English,
6594,Missing You,Backstreet Boys,English,
7458,Missing You,Tina Turner,English,
8418,Missing You,John Waite,English,
15154,Missing You (If I Cry...),Rj Helton,English,
15533,Mission Bells,Matt Nathanson,English,
4638,Missionary Man,Annie Lennox,English,
11391,Mistake,Nickelback,English,
2708,Mister Lonely,Bobby Vinton,English,
0433,Misty,Errol Garler,English,
17647,Misty Blue,Dorothy Moore,English,
5783,Mmm Bop,Hanson,English,
4268,Mmm Mmm Mmm,Crash Test Dummies,English,
16099,Mmm Yeah,Austin Mahone,English,
1771,Mmmm Sarap,Kamikaze,English,
0353,Mockin' Bird Hill,Patty Page,English,
11875,Mocking Bird,Eminem,English,
5270,Modelong Charing,Blak Dyak,English,
5462,Moment By Moment,Yvonne,English,
11716,Moment Of Truth,Fm Static,English,
15477,Moments,One Direction,English,
9079,Moments Of Love,Janno Gibbs & Jennilyn,English,
0006,Mona Lisa,Bob Guzman,English,
3544,Monday Monday,Mamas And Papas,English,
13795,Mondays Child,Kid's Song,English,
17739,Money,Lawson,English,
0233,Money For Nothing,Dire Strait,English,
3018,Money Money Money,Abba,English,
16254,Money On My Mind,Sam Smith,English,
6083,Monica,Unknown,English,
3545,Monkee's,Tv Theme,English,
4230,Monkey,George Michael,English,
8290,Monkey Wrench,Foo Fighters,English,
9299,Monobloc,Pupil,Filipino,
11352,Monsoon,Tokio Hotel,English,
11612,Monster,Paramore,English,
17516,Monster,5Th Harmony,English,
9960,Monster,The Automatics,English,
16214,Monsters,Timeflies ft. Katie Sky,English,
2922,Montego Bay,Bobby Bloom,English,
7984,Mony Mony,Tomy James Shondells,English,
6266,Moon Age Daydream,David Bowie,English,
2604,Moon River,Andy Williams,English,
7940,Moonchild,Iron Maiden,English,
9773,Moondance,Michael Buble,English,
4640,Moondreams,Buddy Holly,English,
15921,Moonlight Bay,Bing & Gary Crosby,English,
0354,Moonlight Flower,Michael Cretu,English,
15946,Moonlight In Vermont,Frank Sinatra,English,
2731,Moonlight Lady,David Bowie,English,
7084,Moonlight Over Paris,Paolo Santos,English,
3547,Moonlight Shadow,Mike Oldfield,English,
6267,Moonlight Swim,Elvis Presley,English,
17057,Moonset,Franco,English,
15695,Moonshine,Bruno Mars,English,
16380,More,Usher,English,
2707,More,Andy Williams,English,
17079,More Than A Feeling,Boston,English,
15072,More Than A Friend,Introvoys,Filipino,
11276,More Than A Memory,Garth Brooks,English,
15780,More Than A Memory,Carly Rae Jepsen,English,
1025,More Than A Woman,Bee Gees,English,
2605,More Than I Can Say,Leo Sayer,English,
15025,More Than This,One Direction,English,
7788,More Than This,Norah Jones,English,
6985,More Than Words,Extreme,English,
0516,More To Lose,Seona Dancing,English,
6595,More Today Than Yesterday,Spiral Staircase,English,
17848,"More, More, More",Andrea True Connection Morning Noon And,English,
17010,Morena,Roxee B.,English,
3549,Mornin',Al Jarreu,English,
0203,Morning After,C. Davis,English,
15296,Morning Girl,The Lettermen,English,
3215,Morning Has Broken,Cat Stevens,English,
8891,Moshi Moshi Chikiyaki,Sexbomb Girls,English,
6271,Most Beautiful Girl,Prince,English,
7334,Most Beautiful Girl,Charlie Rcih,English,
6272,Most Beautiful Girl In The World,Frank Sinatra,English,
3216,Mother Freedom,David Gates,English,
0850,Mother Of Mine,Jimmy Osmond,English,
4642,Mother-In-Law,Ernie K. Doe,English,
15297,Mottaka,Cheese,English,
13622,Mountain,Bilang Isa Hanggang,English,
13684,Mountain,Unknown,English,
11227,Move Along,The All American,English,
11596,Moves Like Jagger,Maroon 5 Feat. Christina,English,
8848,Movie,Spongecola,English,
11238,Moving,Malay,English,
11882,Moving Closer,Never The Strangers,English,
0735,Moving On Up,M. People,English,
4643,Mr Tambourine Man,Unknown,English,
2882,Mr. Bojangles,Sammy Davis Jr.,English,
9951,Mr. Boombastic,Shaggy,English,
8222,Mr. Brightside,The Killers,English,
7885,Mr. Clay,Bamboo,Filipino,
1382,Mr. D.J.,Sharon Cuneta,Filipino,
8868,Mr. Disco,Manilyn Reynes,English,
8039,Mr. Dream Boy,Sheryl Cruz,English,
16255,Mr. Kenkoy,Mike Hanopol,English,
11925,Mr. Know It All,Kelly Clarkson,English,
0178,Mr. Kupido,Sheryl Cruz,English,
17662,Mr. Lonely,Victor Wood,English,
15205,Mr. P.I.G.,Greyhoundz,English,
15377,Mr. Papable,Vhong Navarro,English,
3217,Mr. Pitiful,Unknown,English,
16892,Mr. Right,Kim Chiu,English,
0946,Mr. Sandman,Pat Ballad,English,
11602,Mr. Simple,Super Junior,English,
1297,Mr. Songwriter,Jose Mari Chan,Filipino,
6275,Mr. Speed,Kiss,English,
6850,Mr. Suave,Parokya Ni Edgar,Filipino,
17312,Mr. Sun,Ryan Christopher,English,
0656,Mr. Vain,Sound Tripper,English,
8183,Mr. Wow,Ethel Booba,English,
0056,Mrs. Robinson,Simon & Garfunkle,English,
8305,Ms. Serious,Shamrock,English,
8381,Much Has Been Said,Bamboo,Filipino,
8928,Mukha Ng Pera,The Youth,Filipino,
1107,Mula Noon Hanggang Ngayon,Lea Salonga,English,
1075,Mula Sa Puso,Jude Michaels,English,
1076,Muli,Rodel Naval,English,
11032,Muli,Bamboo,Filipino,
11610,Muli,Ebe Dancel,English,
15298,Muli,Ramon Jacinto,English,
8463,Muli,Gary V./Regine V.,Filipino,
9410,Muli,Janno Gibbs,English,
9553,Muli,Bugoy,Filipino,
5994,Muli Ay Patawarin,Von Arroyo,English,
1467,Muli Mong Mahalin,April Boys,Filipino,
17652,Muling Binuhay Mo,Ciamara Morales,English,
11668,Muling Ibalik,First Cousin,English,
16926,Muling Magmamahal,Angeline Quinto,Filipino,
7632,Muling Mahiram,Anton Diva,English,
0126,Muling Mamahalin,Loui Heredia,Filipino,
6276,Muling Nagmahal Ang Puso,Jude Michaels,Filipino,
1507,Multo Sa Paningin,The Youth,English,
17442,Mundo,Siakol,Filipino,
1383,Muntik Na Kitang,The Company,English,
5834,Muntik Na Kitang,Carol Banawa,English,
1596,Muntik Nang Maabot...,True Faith,Filipino,
9790,Munting Hiling,Willie Revillame,Filipino,
5010,Munting Pangarap,Aegis,Filipino,
16841,Munting Paraiso,Razorback,English,
6950,Murder On The Dance Floor,Sophie Bextor,English,
5628,Music,Madonna,English,
16489,Music & Me,Michael Jackson,English,
0522,Music Box,Mariah Carey,English,
6391,Music Of My Heart,N'sync And Gloria Estefan,English,
8726,Musikang Binisaya,Visayan Song,English,
17014,Musikaw,James Reid ft Pio,Filipino,
0981,Muskrat Love,America,English,
1236,Must Be Heaven,C. Paner,English,
8202,Must Get Out,Maroon 5,English,
0010,Mustang Sally,Wilson Pickett,English,
15808,Mutya Ng Pasig,Conching Rosal,Filipino,
4299,My All,Mariah Carey,English,
6277,My Baby Just Cares For Me,Nina Simone,Filipino,
16314,My BFF Theme Song,"Jillian, Mona and Janno",English,
13796,My Bonnie,Kid's Song,English,
17839,My Boo,Ghost Town Djs,English,
8089,My Boo,Usher Ft. Alicia Keys,English,
0950,My Boyfriend's Back,The Angels,English,
4646,My Brave Face,Paul Mccartney,English,
6278,My Cherie Amour,Stevie Wonder,English,
17646,My Church,Maren Morris,English,
6596,My Confession,Richard Marx,English,
16202,My Destiny (MLFTS),LYN,English,
16203,My Destiny (Tagalog),LYN,English,
3218,My Elusive Dreams,Tom Jones,English,
11978,My Everything,Down To Mars,English,
5335,My Everything,98 Degrees,English,
16411,My Eyes,Blake Shelton,English,
9849,My Eyes Adored You,Sam Milby Feat Toni Gonzaga,English,
1485,My Fair Share,Seals & Crofts,English,
6279,My Fathers Eyes,Eric Clapton,English,
4647,My Fathers Son,Unknown,English,
1008,My Favorite Things,Julie Andrews:,English,
9482,My First Broken Heart,Iya Villana,English,
1347,My First Day Alone,Cascades,English,
1532,My Funny Valentine,Chris Connors,English,
3555,My Generation,The Who,English,
15840,My Girl,Willy Moon,English,
5306,My Girl,Phil Collins,English,
6441,My Girl,The Temptations,English,
8435,My Girl,Sam Milby,English,
3219,"My Girl, My Woman My Friend",Jose Mari Chan,Filipino,
0255,My Happiness,Connie Francis,English,
17460,My Heart,Paramore,English,
19747,My Heart,Lady Antebellum,English,
9859,My Heart Has A Mind...,Christian Bautista,Filipino,
0241,My Heart Will Go On,Celine Dion,English,
16320,My Hero,Paramore,English,
0456,My Hometown,Bruce Springsteen,English,
8351,My Humps,Black Eyed Peas,English,
7688,My Immortal,Evanescence,English,
5995,My Kind Of Girl,Matt Monro,English,
15535,My Kind Of Perfect,David Archuleta,English,
7710,My Labs,Lovely,English,
1026,My Life,Billy Joel,English,
16475,My Life,George Benson ft,English,
9756,My Life Would Suck...,Kelly Clarkson,English,
7715,My Little Clown,Barbie,English,
11262,My Little Girl,Tim Mcgraw,English,
2866,My Love,Paul Mccartney,English,
5184,My Love,Westlife,English,
1618,My Love And Devotion,Perry Como,English,
15947,My Love For You,Johnny Mathis,English,
16060,My Love Is Here,Erik Santos,English,
1608,My Love Will See You Through,Marco Sison,English,
16106,My Nigga,YG ft. Jeezy,English,
4300,My Oh My,Aqua,English,
0897,My Old School,Steely Dan,English,
3553,My Only Love,Unknown,English,
7004,My Own Prison,Creed,English,
8122,My Place,Nelly,English,
5996,My Pledge Of Love,Judy Ann Santos,English,
1509,My Prayer,The Platters,English,
8045,My Prerogative,Britney Spears,English,
7005,My Sacrifice,Creed,English,
0091,My Sharona,The Knacks,Filipino,
4649,My Shining Hour,Unknown,English,
15901,My Side Of Town,Lutricia Mcneal,English,
7407,My Strongest Suit,Spice Girls,English,
17849,My Summertime Love,Juan Carlos Labajo,English,
0386,My Sweet Lady,John Denver,English,
6876,My Sweet Lord,George Harrison,English,
11737,My Tender Bear,Kamikazee,Filipino,
5185,My Uncle John From Jamaica,Vengaboys,English,
5835,My Valentine,Jamie Rivera,English,
17125,My Way,Fetty Wap,English,
2606,My Way,Frank Sinatra,English,
8282,My World,Avril Lavign,English,
7514,My World Keeps Getting...,Neil Sedaka,English,
6281,Mysterious Ways,U2,English,
13730,Na Bata,Nursery Rhyme Santa Claus Is,English,
8981,Na Bitik Sa Otot,Agipo,English,
16100,Na Na,Trey Songz,English,
11377,Na Na Na,My Chemical Romance,English,
1254,Na Sabihin Mo,Eloisa,English,
5271,Naaalala,Rallion Allonzo,English,
9422,Naaalala Ka,Shamrock,English,
0483,Naalala Ka,Rey Valera,Filipino,
8727,Naanad Na Ako,Visayan Song,Filipino,
7580,Nadevelop,Tin Arnaldo,English,
8817,Nag Inusara,Bisrock,English,
7737,Nag-iisa,Rannie Raymundo,English,
7941,Nag-Iisa,Laarni Cuevas,English,
17084,Nag-Iisa Lang,Angeline Quinto,Filipino,
15160,Nag-Iisang Bituin,Angeline Quinto,Filipino,
5059,Nag-Iisang Ikaw,Louie Heredia,Filipino,
17182,Nagbasolak,Ilocano song,English,
15809,Naghihintay,Jacob,English,
8728,Naglibog Ako,Milyo Naryo,Filipino,
8729,Nagmahay Ako,Visayan Song,Filipino,
9909,Nagmamahal Ako Ng Bakla,Dagtang Lason,Filipino,
9029,Nagmamahal Ng Tunay,Piolo Pascual,Filipino,
15231,Nagmamakaawa,Bugoy Drilon,Filipino,
8730,Nagsabong Ken Akyat,Ilocano Song,English,
8731,Nahanaw Ka,Visayan Song,English,
5186,Nahanaw Na Gyud,Pilita Corales,Filipino,
16482,Nahihibang,Join The Club,English,
5187,Nahuli Kita,Jessa Zaragoza,Filipino,
9481,Nahuli Mo Na Ba Ako,Itchyworms,Filipino,
11624,Naiisip Mo Ba,David Dimuzio,English,
0124,Nais Ko,Rodel Naval,English,
7851,Nais Ko,Side A,Filipino,
9512,Nais Ko,Lovi Poe,English,
8732,Naka-Table Na Kita,Milyo Naryo,English,
8010,Nakaka,Masculados,English,
7738,Nakakabaliw Ka Babe,L. Lopes,English,
17864,Nakakainis,Parokya Ni Edgar,Filipino,
16987,Nakakalitong Mga Tao,Datu's Tribe,English,
16952,Nakakamiss Lang Kasi,"Smugglaz, Curse One,",English,
1078,Nakapagtataka,Hadji Alejandro,English,
19709,Nakapagtataka,Sponge Cola,English,
7006,Nakapagtataka,Jim Paredes,English,
8017,Nakapagtataka,Vingo & Jimmy,English,
8541,Nakapagtataka,Spongecola,English,
8030,Nakaraang Pasko,Ariel Rivera,English,
16256,Nakasanayan Ko Na Ba,Carmela Cuneta,Filipino,
5997,Nakaw Na Pag-Ibig,Claire,English,
11404,Naked,Salamin,English,
17540,Naked,Jason Derulo,English,
47017,Naked,Jason Derulo,English,
15541,Nakita Kang Muli,Jonalyn Viray,English,
9804,Nalilimutan Mo Na Ba,Jennylyn Mercado,Filipino,
15769,Nalusaw,Anna Melissa,English,
15694,Name,Boyce Avenue,English,
17122,Name,Goo Goo Dolls,English,
15942,Name Game,Laura Branigan,English,
6705,Namumuro Ka Na,Lukas,English,
1255,Nanabik,Rea Valle,English,
6131,Nananabik Sa'yo,Sharon Cuneta,Filipino,
11006,Nananaginip,Callalily,Filipino,
9746,Nananaginip Ng Gising,Sarah Geronimo,Filipino,
11415,Nandito,General Luna,English,
1384,Nandito Ako,Lea Salonga,Filipino,
4334,Nandito Ako,Ogie Alcasid,Filipino,
15656,Nandito Lang Ako,Michael V.,Filipino,
16014,Nandito Lang Ako,TJ. Monterde,Filipino,
8436,Nandito Lang Ako,Shamrock,Filipino,
7739,Nandito Lang Sa Tabi,Roman F.,English,
15810,Nandiyan Palagi,Regine Velasquez,Filipino,
5463,Nang Dahil Sa Pag-Ibig,Tootsie Guevara,English,
5692,Nang Dahil Sa Pag-Ibig,Anthony Castello,English,
9267,Nang Dahil Sa'yo,Unknown,Filipino,
7740,Nang Iwan Mo,Piolo,English,
4967,Nang Makapiling Ka,Jessa Zaragosa,English,
0303,Nang Minsan Lang,Willy Cruz,English,
5836,Nang Siya'y Mawalay,Rockstar 2,English,
9258,Nangangawit,Sugarfree,Filipino,
8158,Nanggigigil,Hagibis,English,
5188,Nanghihinayang,Jeremiah,English,
15529,"Nanliligaw, Naliligaw",Lloyd Umali and Ima Castro Napakasakit Kuya Eddie 11671 Roel Cortez,English,
9709,Napamahal Ka Na,Jolina Magdanagal,Filipino,
5629,Napapa-Uhh,Glady's & The Boxer W/ K,English,
15536,Napapaluha,Paula Bianca,English,
5114,Napupuyat,Freddie Aguilar,English,
8384,Narda,Kamikazee,Filipino,
17656,Naririto Ako,Willie Revillame,Filipino,
5630,Naririto Ako,Michael Laygo,Filipino,
1811,Narito,Sarah Geronimo,Filipino,
0323,Narito Ako,Ariel Rivera,Filipino,
16207,Narito Ako,Regine Velasquez,Filipino,
1385,Narito Ang Puso Ko,Miguel Vera,Filipino,
7438,Narito Ang Puso Ko,Sarah Geronimo,Filipino,
1813,Narito Ka Lang Pala,Lloyd Umali,English,
7640,Narito Lang Ako,Vina Morales,Filipino,
0602,Narito Na Ang Pasko,Gino Padilla,Filipino,
11057,Nariyan Ka,Juris,English,
15299,Nasa Iyo Na Ang Lahat,Daniel Padilla,Filipino,
17087,Nasa Sa'yo,Rivermaya ft. Gloc9,Filipino,
1239,Nasa'n Ka Na,Alecx,English,
8589,Nasa'n Ka Na,Kyla,English,
15566,Nasaan,Aicelle Santos,English,
15811,Nasaan,Jessa Zaragosa,English,
17015,Nasaan,Lara Maigue,English,
5693,Nasaan Ang Liwanag,Willy Garte,Filipino,
6132,Nasaan Ka,Willie Garte,English,
8449,Nasaan Ka,Pupil,Filipino,
0100,Nasaan Ka Kailangan Kita,April Boy Regino,English,
7886,Nasaan Ka Na,Nyoy Volante,English,
9710,Nasaan Ka Paano Ko,Kuh Ledesma,English,
11859,Nasaktan Man Kita,Louie Heredia,English,
6715,Nasasabik Sa Iyo,Fred Panopio,English,
9711,Nasasaktan,Reuben Laurente,English,
17106,Nasty Freestyle,T-Wayne,Filipino,
8733,Nasursorokan,Ilokano Song,English,
16139,Natataranta,James Reid,Filipino,
8528,Natatawa Ako,Gabriela,Filipino,
8038,Nativity In Black,Black Sabbath,English,
7852,Natural,S Club 7,English,
16381,Naturally,Selena & The Scene,English,
8050,Natutulog Ba Ang Diyos,Gary V.,Filipino,
8080,Natutulog Kong Mundo,Wolfgang,English,
7807,Naughty Girl,Beyonce,English,
9582,Nawawala,6 Cyclemind,English,
11228,Need You Now,Lady Antellebum,English,
2730,Needles And Pins,Smokie Robinson,English,
3556,Neighbors,Australian Tv Soap Song,English,
6442,Neighter One Of Us,Gladys Knight,English,
13798,Nellie The Elephant,Kid's Song Now I Lay Me Down,English,
5734,Nena,Banyuhay,English,
8507,Nene,Mano Mano,English,
6283,Neon Knights,Black Sabbath,English,
15873,Neon Lights,Demi Lovato,English,
11186,Neon Lights (Nebula),Rico Blanco,Filipino,
7321,Nerbyoso,Rivermaya,Filipino,
11153,Neutron Star Collision,Muse,English,
11122,Never Again,Kelly Clarkson,English,
11385,Never Again,Nickleback,English,
15279,Never Be The Same,Christopher Cross,English,
7227,Never Be The Same Again,Mel C.,English,
5891,Never Been To Me,Charlene Duncan,English,
11957,Never Close Our Eyes,Adam Lambert,English,
0892,Never Ending Story,Limahl,English,
6877,Never Ever,All Saints,English,
1079,Never Ever Say Goodbye,Nonoy Zuniga,English,
11135,Never Forget You,Noisettes,English,
9879,Never Give Up,Erik Santos And Christian,English,
4359,Never Gonna Give You Up,Rick Astley,English,
9081,Never Gonna Give You Up,Sergio Mendez,English,
16492,Never Gonna Say Goodbye,Billy Preston !!,English,
5511,Never Had A Dream Come...,Sclub7,English,
15812,Never Let Her Go,David Gates,English,
0665,Never Let Her Slip Away,Andew Gold,English,
16848,Never Mends,Don Williams,English,
15991,Never Mind,Colors,English,
2857,Never My Love,Association,English,
6133,Never Never Never,Linda Ronstadt,English,
3024,Never On Sunday,Patsy Cline,English,
15653,Never Say Goodbye,Martin Nievera,Filipino,
6386,Never Say Goodbye,Bon Jovi,English,
11097,Never Say Never,The Fray,English,
11191,Never Say Never,Justin Bieber Ft. Jaden Smith,English,
6598,Never Surrender,Corey Hart,English,
0292,Never Thought,Dan Hill,English,
4655,Never Will I Marry,Greenwillow,English,
15813,New Age Girl,Dead Eye Dick,English,
16177,New Days,Asher Lane,English,
16355,New Flame,Chris Brown ft. Usher &,English,
1511,New Kid In Town,Eagles,English,
17850,New Romantics,Taylor Swift,English,
11138,New Shoes,Paulo Nutini,English,
9288,New Soul,Yael Naim,English,
17148,New Thang,Redfoo,English,
19751,New Training Songs,Taylor Swift,English,
4657,New World Man,Rush,English,
6134,New Year,Sugarbabes,English,
3220,New Years Day,U2,English,
15804,New York City Nights,Leif Garret,English,
0555,New York Minig Disaster,Bee Gees,English,
2803,New York New York,Frank Sinatra,English,
1599,Next Door To Angel,Neil Sedaka,English,
0105,Next In Line,After Image,English,
11604,Next To You,Chris Brown Ft. Justin Bieber,English,
8993,Ngano Man,Scrambled Eggs,English,
